Created_Date,Depth,Description,Height,Length,Listed_Date,Name,Price,Rating,Review,URL,Weight,Product_ID,reviewmeta_rating,decision,Featured_Rank
2018-12-23T15:29:07.901205,1.6,"♬ EXCEPTIONAL GUALITY OF SOUND - These workout earbuds comes with top class speakers with great high and mid-range frequencies and has a lot of bass. Their silver core wires provide quality transmission of audio signals which justifies the quality of the sound produced. The bass does not have any distortion, and its quality is unmatched. You cannot miss a thing with the excellent audio quality. Even the made of the headphones is top class letting enjoy showing off with them around.
♬ NOISE ISOLATION - Regardless of the environment you are using the headphones in, you are guaranteed to hear everything. The fitness earbuds have earbuds capable of isolating and blocking surrounding noise. 90% of the outside noise can be separated using the technology. This enables you to use them even in surroundings with a lot of noise. You do not have to strain in listening what you want to hear.
♬ COMFORTABLE FITTING - When it comes to wearing the headphones, comfort has been guaranteed. They are lightweight for a workout, comes with memory cable and four pairs of ear tips replacements of different sizes. They take the shape of your ear to give you comfort while wearing them. The ear hook design that make sure the earbuds do not fall out easily, they can be used for motorcycle earbuds.
♬ SUITABLE FOR SPORTS - The sports earbuds can be used while undertaking various workouts like running, gym, dancing, walking, hiking or even jogging. They are sweat proof which ensures they stay in place regardless of how much you sweat or bounce. They are just the ideal fit to go by when you are working out in a noisy gym, but you want to listen to some tunes to keep you motivated.
♬ EASE OF OPERATION - They have a built-in microphone and remote control which can allow you to answer phone calls without necessary using your hands if they are engaged somewhere else, say exercise. The in-inline button helps you to play, pause or skip music tracks. One click: pause or answer the phone. Two click: next track or Refused to answer the phone. Three click: Previous one. No volume control.",4.3,6.5,4-Dec-18,"Running Headphones, LZHE in Ear Hi-Fi Monitor Earbuds with Noise Isolating, Mic and Remote, Flex Memory Wire Earhooks Earphones for Sports Running Jogging Gym Exercise Workout iPhone Samsung - Blue",21.99,5.0,142,https://www.amazon.com/Headphones-LZHE-Isolating-Earhooks-Earphones/dp/B07L4JJYRB/ref=sr_1_14/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-14&keywords=wired+earbuds,0.13,B07L4JJYRB,,Fake,11
2018-12-23T15:29:15.853423,0.4,"
Premium audio: Ultra-lightweight, digital in-ear stereo wired earphones delivering stunning studio-quality sound
12mm Large Earphone Drivers provide Crystal clear, Top audio performance with driving bass, tight mids and precision treble response for music you can feel
Total comfort: Ergonomic ear tips that stay in for a secure fit each time. Special ear-canal design delivers superior ambient noise isolation
Headphones are widely compatible with iPhone SE/ 6/6s/6 Plus/6s Plus/5/5c/5s, iPad Mini, iPad Air, iPod touch 5,iPod Nano 7,Samsung Galaxy, Android Smartphones and tablets, Windows devices, and all popular music devices with headphone socket
Earphones headphones come with 1 year warranty and 30 days money back guarantee",2.2,3.0,,Moxil Original 3.5MM Metal In-ear Wired Earphones HiFi Stereo Bass Earphone Headphones With Microphone For Phone Computer Headset,15.99,5.0,482,https://www.amazon.com/Moxil-Original-Earphones-Headphones-Microphone/dp/B07L65BKF9/ref=sr_1_15/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-15&keywords=wired+earbuds,0.05,B07L65BKF9,,Fake,12
2018-12-23T15:29:23.338881,2.0,"✔【DURABLE LONG LASTING LIFE EARBUDS】:This in ear headphones different from others,we focus on every small details during production to make sure long lasting life earphones with microphone,we offer replacment for 1 year gurantee of earphones ear buds
✔【FULL METAL HOUSING & TANGLE FREE WIRED】:Earphones with microphone made by aluminum alloy materials,super durable long lasting life earbuds,strong tangle free wired ear buds with 3.5mm jack wired earphones in ear headphones
✔【HIGH QUALITY BUILT IN MICROPHONE】:Nice wired earbuds in ear headphones for crystal clear conversation,earphones with volume control & Play, pause, next control,makes you hands free, crispy buttons wired earphones ear buds with microphone
✔【GREAT SOUND QUALITY & COMFORTABLE WEARING】:In ear headphones earbuds with super bass,decent clear sound ear buds,with 3 pairs different size earphones with microphone, fits in ear comfortable and never fall out,a daily used wired earbuds
✔【100% MONEY BACK GUARANTEE】:Earbuds Headphones have One year warranty period.We devote ourselves to provide the best customer service and bring the best shopping experience to every customer.If you are not satisfied with Wired earbuds.just contact us and we can offer a full refund.NO questions asked!",2.0,7.0,,Earbuds Ear Buds in Ear Headphones Wired Earphones with Microphone Mic Stereo and Volume Control Waterproof Wired Earphone Compatible With Iphone Samsung Mp3 Players Tablet Laptop 3.5mm[METAL EARBUDS],11.99,5.0,572,https://www.amazon.com/Headphones-Earphones-Microphone-Waterproof-Compatible/dp/B07L7XS26S/ref=sr_1_16_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-16-spons&keywords=wired+earbuds&psc=1,0.04,B07L7XS26S,,Fake,13
2018-12-23T15:29:31.544381,1.0,"COMFORTABLE & SNUG FIT PERFECT FOR WORKOUTS: An ergonomic design with 3 different sizes of silicone ear buds ensures the optimum fit for your ears. The ear hook design gives a secure fit making it perfect companion for running, jogging or the gym.
MULTI-FUNCTIONAL IN-LINE CONTROL: The included in-line control enables you to play / pause music, adjust volume, skip tracks, accept or reject calls, activate the voice assistant or call the last dialed number.
WIDE COMPATIBILITY: It is compatible with most 3.5mm enabled devices like iPhone, iPads, Andriod devices, MP3 players, computers. The 3.5 mm gold plated plug jack gets you crystal clear sound quality and guarantees sound spread without distortion.
COLLAR CLIP ALSO A WIRE SPLITTER: The earphones come with a dual-purpose clip, which you can clip to your collar for a better telephonic experience. This clip also acts as a wire splitter for shorter wires between the two ear buds during running.
24-MONTH WARRANTY & ONGOING SUPPORT: Purchase with confidence with our 24-month warranty that's included with earphones. You can also get in touch with our email support team if you have any questions about your purchase.",1.4,4.7,,"Avantree Sports Headphones Wired with Microphone, Over Ear Earbuds with Ear Hook, in Ear Running Earphones for Workout Gym Compatible with iPhone, Samsung",14.99,4.4,327,https://www.amazon.com/Avantree-Headphones-Microphone-Earphones-Compatible/dp/B078T9HFDJ/ref=sr_1_17_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-17-spons&keywords=wired+earbuds&psc=1,0.06,B078T9HFDJ,4.0,Good,14
2018-12-23T15:29:38.766098,1.2,"COMFORTABLE & SNUG FIT IN KIDS/WOMEN SMALL EARS - These over ear earbuds are lightweight. Ergonomically-shaped ear buds nestle comfortably in ears and get a secure hold. You don't have to jam the in ear part into ear canal as typical in ear headphones. They are smaller than earpods. All these make them suitable for people who can't keep regular earbuds in or have small ears (like kids). There're also 4 sets of soft eartips for different ear sizes. Enjoy music for long period with no pain.
SPORT EARBUDS THAT STAY IN EARS ON THE MOVE - Wrap aound ear design keeps earbuds from slipping out while working out. The flexible earhook wire is soft and thin. You can hardly feel them even with glasses over ear. The ear hook also helps keep ear pods around ears from missing when not in use. There's a clip to keep cable from moving around. These are sport headphones you can work out with, have no ear piece falling out. Perfect for running, jogging, erxercise, gym workout and fitness training.
DECENT SOUND & NOISE ISOLATING - The sound of these sport earbuds is loud and clear. Has strong bass that drives you in sports and no distortion under high volume. Work well for music, audio books, podcast and radio. The Angled in-ear design helps block out background noise. These running earbuds still offer extra memory foam tips to achieve much better sound quality and noise isolating performance. It's comfortable to wear these low profile earbuds under noise cancelling headphones/helmet.
EASY HANDS-FREE TRACKS, VOLUME CONTROL & CLEAR SOUND ON PHONE CALLS - The in-line mic sits just below the jaw, picks up your voice while isolating background noise, which ensures clear phone call conversations. With the remote buttons, you can easily answer/end calls, pause/play/skip tracks, activeate voice (siri) command, control volume during running. So you don't have to mess with your phone in the pocket or bag. Some old iPods might have no control. Please see details in the 6th picture.
DURABLE CORD, SWEATPROOF & 1 YEAR QUALITY WARRANTY - These sport headphones are sweat proof and the cord is thicker than typical earbud headphones, which will be more durable for intense sweaty exercise. If our running headphones don't meet your expectations or there's anything not as advertised, we will refund your purchase price wthin 30 DAYS. If there're any quality issues within 1 year, we'll offer you a full refund or replacment without cost. So you have no risk to take.",2.7,5.6,,"Joysico Sports Headphones Wired Over Ear In-ear Earbuds for Kids Women Small Ears, Earhook Earphones for Running Workout Exercise Jogging, Ear Buds with Microphone and Volume for Cell Phones MP3 Blue",14.99,4.1,84,https://www.amazon.com/Joysico-Headphones-Earphones-Exercise-Microphone/dp/B0796S9CGR/ref=sr_1_18_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-18-spons&keywords=wired+earbuds&psc=1,0.03,B0796S9CGR,4.6,Good,15
2018-12-23T15:29:45.662395,0.6,"【Enhanced Sound】Powerful 10mm composite drivers deliver impressive audio with clear highs and powerful bass.
【Flexible Durability】Connected by an extra-tough wire designed to withstand over 15000 bends.
【Block It Out】Noise-isolating design effectively reduces external sound allowing you to focus on your music.
【Convenient Calls】Built-in remote with microphone for answering calls.
【What's In The Box】SoundBuds Verve, XS/S/M/L/XL EarTips, Carry Pouch, our 18-month warranty, and friendly customer service.",1.8,51.2,,Anker SoundBuds Verve Built-in Microphone in Ear Stereo Wired Headphones (Gray),15.99,3.9,105,https://www.amazon.com/Anker-SoundBuds-Built-Microphone-Headphones/dp/B077XNCSQS/ref=sr_1_19/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-19&keywords=wired+earbuds,0.02,B077XNCSQS,4.0,Good,16
2018-12-23T15:29:52.215953,1.7,"
Universal compatibility: Compatible with most of 3.5mm port Devices,such as apple Devices, Androids Smartphone, Tablet etc.
Hands-Free:Built-in mic allows you to answer hands-free calls while listening to music.
Noise Isolation:Comfortable in-ear design can reduce surrounding noises,you can listen in a noisy environment and enjoy your favorite music without being influenced.
High-definition Sound Quality:A new and high quality pair of headphones gives you high performance sound quality with super dynamic deep bass, high resolution treble & crisp powerful sound.
Comfortable to wear:Wired headphone with 3 sizes of ear tips,make sure the comfortable fit for different users.",3.1,3.9,14-Dec-18,"in-Ear Earbuds,COSPOR Wired Headphones Hands-Free Noise Cancelling Earphones with Microphone (Black)",15.99,5.0,58,https://www.amazon.com/COSPOR-Headphones-Hands-Free-Cancelling-Microphone/dp/B07LCRQVYW/ref=sr_1_20/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-20&keywords=wired+earbuds,0.04,B07LCRQVYW,,Fake,17
2018-12-23T15:29:58.417132,1.2,"EXECELLENT SOUND BLOCKS OUT EXTERIOR NOISE:Earbuds Headphones have deep base and excellent clarity,In-ear earphones’s the noice canceling technique is a real help against loud and annoying noises.Wired earbuds excellent sound including some actual bass.
COMFORTABLE AND SECURE FIT :Enjoy full listening comfort with soft earbuds headphones, snug ear buds that conform instantly to your ears.Headphones with microphone in-ear design with 3 sets (S/M/L) of soft ear gels in different size, sports earphones provides comfortable fit, keeps the ear buds steady in your ears without falling out.
3.5MM GOLD-PLATED JACK EARBUDS】Ear buds is compatible with iPhone, iPad, iPod, Smartphone, tablets and other audio devices.Compatible for iPhone 6 6S Plus /iPod /iPad, Samsung Galaxy S7 S6 Edge S5 S4 Note 5 4 3, HTC /LG /Sony, Xiaomi /Huawei /Lenovo All Smartphones, MP3 Player, Computers, etc.
The earbuds was built in a in-line controller and a high quality microphone, The built-in microphone enables convenient remote control for music play and phone calls,wired headphones guarantees clear and smooth hands-free communication. the earphones controller was designed to play / pause music / next track / previous track / answer phone calls / hang up phone calls.
100% MONEY BACK GUARANTEE:Earbuds Headphones have One year warranty period.We devote ourselves to provide the best customer service and bring the best shopping experience to every customer.If you are not satisfied with earphones.Please contact us and we can offer a full refund.NO questions asked!",4.6,5.1,2-Dec-18,"Earbuds Headphones with Microphone Mic Noise Isolating Earphone Ear Buds Heavy Deep Bass Wired Earphones Ear Buds, in-Ear Headphones Compatible iPhone Samsung Android Smart Phone iPad Tablet Laptop",12.99,5.0,197,https://www.amazon.com/Headphones-Microphone-Isolating-Earphones-Compatible/dp/B07L2R9KFR/ref=sr_1_21/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-21&keywords=wired+earbuds,0.08,B07L2R9KFR,,Fake,18
2018-12-23T15:30:05.561680,1.4,"
Stereo and Crystal Clear Sound: Built-in high quality dynamic driver pumps out powerful deep bass, give you exciting listening experience.
Ergonomic Design: universal shape and comfortable silicone rubber material fit for most people and will not be painful after a long-time use.
Premium Audio Cord: 49 inch TPE cord threads garment and bag easily. Wrapped in soft plastic shell can prevents messy tangles effectively.
3.5 mm Universal Plug: Connect the earphone to audio devices with a standard-sized audio cable, supports high-fidelity sound transmission.
In Line Remote Control: Easy operation for play/pause/forward/rewind music and answer/reject phone calls by one multifunctional button.",3.2,3.2,,"Earphones, USTEK in-Ear Wired Earbuds Stereo Sound Headphones with Microphone & Volume Control and Powerful Bass for iOS Android System (Black)",10.99,5.0,135,https://www.amazon.com/Earphones-USTEK-Headphones-Microphone-Powerful/dp/B07KFD5DFF/ref=sr_1_22/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-22&keywords=wired+earbuds,0.15,B07KFD5DFF,,Fake,19
2018-12-23T15:30:12.229971,1.3,"♬【DEEP BASS SOUND & NOISE ISOLATING】Perfect stereo headphones with high quality drivers enables you experience natural clear and super enhanced bass sound.Noice cancelling technique helps against loud and annoying noise.The earbuds has perfect stereo sound quality, enjoy full listening comfort with soft, snug ear buds that conform to your ears, bring you the perfect audio enjoyment.
♬【3.5MM GOLD-PLATED JACK EARBUDS】Ear buds is compatible with iPhone, iPad, iPod, Smartphone, tablets and other audio devices.Compatible for iPhone 6 6S Plus /iPod /iPad, Samsung Galaxy S7 S6 Edge S5 S4 Note 5 4 3, HTC /LG /Sony, Xiaomi /Huawei /Lenovo All Smartphones, MP3 Player, Computers, etc.
♬【SECURE & COMFORTABLE FIT】Unique Ergonomic in-ear design with 3 sets of soft ear gels in different size(S/M/L), provides comfortable fit, keeps the ear buds steady in your ears without falling out. This earbuds ensures comfortable wearing experience for long-time and varied usage.
♬【DURABLE & CONVENIENT】Earbuds with durable 4 feet cable can decrease nasty tangles.Flexible lightweight design snug and secure resistant to sweat and water damage. Wired earbuds was built in microphone and smart button in-line control . Can be used in hands-free mode to Answer/reject phone calls.
♬【100% MONEY BACK GUARANTEE】We devote ourselves to provide the best customer service and bring the best shopping experience to every customer.If you are not satisfied with our earbuds.Just contact us and we can offer a full refund.NO questions asked!",3.1,5.5,,Earbuds Ear Buds Earphones with Microphone Mic Wired Noise Isolating Headphones Earbuds Stereo in Ear Ear Buds Compatible iPhone iPod iPad Samsung Android Smartphones Tablet Laptop 3.5mm Jack,12.99,5.0,98,https://www.amazon.com/Earphones-Microphone-Headphones-Compatible-Smartphones/dp/B07KWM3NZ1/ref=sr_1_23/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-23&keywords=wired+earbuds,0.11,B07KWM3NZ1,,Fake,20
2018-12-23T15:30:20.604759,1.2,"Hybrid sound system of symphonic drivers and balanced-armature in each earphone. Together they deliver an extremely accurate listening experience with unsurpassed dynamic power and clarity from deep bass to sizzling highs. Recommend to use a DAC amplifier to power These headphones
Custom twisted cord with tangle proof function. To maximize Tensile strength, ox-free copper Wrapped Kevlar fiber was used in the wire.
Ideal for use will all MP3, iPod, iPhone, Android phones, DVD and CD players, and portable gaming systems. Deep, rich sound across a wide frequency range, enhanced by a sealed acoustic design for better Immersion in your music.
In-ear sound isolating design to hear your music without interruption. Metal earphones with a pleasing design. Big brand quality rivalling much more expensive earphones. Enjoy the ultimate in style, comfort and listening pleasure with the earbuds
Package includes: headphones, secure + comfort-fit with interchangeable tip/Fin, warranty card, carrying bag.",3.2,5.3,,in Ear Headphones SDFLAYER E97 Pro Earphones with Hybrid Dynamic Balanced Armature Drivers Twisted Anti Tangle Cord for Cellphones Music Player Compatible with 3.5MM Audio Jack Device,28.99,5.0,1965,https://www.amazon.com/Ear-Headphones-SDFLAYER-Cellphones-Compatible/dp/B07JZ6N979/ref=sr_1_24/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-24&keywords=wired+earbuds,0.24,B07JZ6N979,,Fake,21
